sentence_id,Personne,sentence
590376,Individu ou sujet,"Pierre LAROQUE
Rapport LAROQUE, 1962 (3)
..."" l'effort au profit des personnes âgées, sacrifiées au cours des quinze dernières années
(19451960) doit recevoir durant la période prochaine une priorité permettant de rétablir
l'équilibre aujourd'hui rompu à leur détriment""."
130011,Personne responsable et autonome,"3) Les Comités sont composés, selon un mode pluraliste, à la fois de représentants des
professions de santé et de personnes venant d'horizons divers, choisies pour leur
compétence et leur intérêt pour les problèmes éthiques."
1060235,Personne à protéger,"-Les instances sanitaires en charge de la répartiti on des greffons accordent une place 
importante au critère d’efficacité prospective qui rend prioritaires les personnes dont l’état 
de santé permet a priori  la plus grande chance de survie, eu égard à leur é tat de santé 
général (qualité de vie)."
1100010,Personne responsable et autonome,"La  pratique  a  toutefois  été  
fortement remise en cause par un arrêt de l’Assemblée plénière de la Cour de cassation du  
31 mai 19912, qui a jugé que la convention par laquelle une femme s’engage, fûtce à titre  
gratuit, à concevoir et à porter un enfant pour l’abandonner à sa naissance contrevient tant  
au principe d’ordre public de l’indisponibilité du corps humain qu’à celui de l’indisponibilité  
de l’état des personnes  et en a déduit que l’adoption d’un enfant né d’une mère porteuse  
par  l’épouse  du  père  biologique  ne  pouvait  être  prononcée,  car  elle  constituerait  un  
détournement de l’institution."
1210764,Personne relationnelle,"Pour l'exercice de ces divers droits et devoirs les lois ont organisé des procédures 
protectrices du malade  : la consultation d'une personne de confiance, une procédure 
collégiale de décision ainsi que la possibilité de formuler des directives anticipées sous la 
forme de ""souhaits"" dont le médecin devra ""tenir compte""."
380022,Genre/espèce humaine,"A titre provisoire, en attendant que le législateur, s'inspirant de l'expérience des CCPPRB, se
soit prononcé sur l'opportunité de créer de tels Comités, et sur les principes selon lesquels
ils exerceraient leur mission, l'expérience française antérieure à la loi de 1988 irait dans le
sens de la création de ""Comités d'éthique de la recherche dans les sciences du
comportement humain"" auprès des institutions où s'effectue cette recherche: CNRS,
INSERM, Universités..."
1440150,Individu ou sujet," Aujourd’hui,  c’est l’ article L.3111 -4 du Code de la santé publique qui rend 
obligatoires les vaccinations contre «  l’hépatite B, la diphtérie, le tétanos, la poliomyélite 27 » pour les personnes exerçant une activité professionnelle «  dans 
un établissement ou organisme public ou privé de prévention de soins ou hébergeant des personnes âgées  »28 les exposant ou exposant les personnes 
dont elles sont chargées à des risques de contam ination ; le statut du professionnel (fonctionnaire, salarié, libéral) est indifférent, et les étudiants des filières médicales et paramédicales sont également concernés."
630304,Personne relationnelle,"Belgique : acte pratiqué par un tiers qui met intentionnellement fin à la vie d'une personne
à la demande de celleci."
1210296,Personne relationnelle,"Enoncer et recueillir des directives anticipées n ’est pas simple  : il s ’agit pour le soignant 
comme pour la personne malade d ’anticiper le pire, d ’envisager l ’hypothèse d ’une guérison 
impossible, d ’une fin de vie difficil e.  
 
Mettre en place une procédure collégiale n ’est pas habituel dans la pratique médicale où 
l’on a appris en général à décider seul."
1150111,Personne relationnelle,"Il y a le comité d’experts  
pour le don entre vivants, la coordination hospitalière pour le prélèvement post mortem, 
le recensement des morts encéphaliques, la sécurité sanitaire liée à l’activité médicale  
que celleci porte sur la personne défunte ou qu’elle soit orientée vers la santé des  
donneurs  et  des  receveurs."
1120460,Corps humain,"» 
L’Avis N°53 du 11 mars 1997 sur la constitution de collections de cellules embryonnaires humaines et leur  
utilisation à des fins thérapeutiques ou scientifiques  (qui précède d’un an la découverte des cellules souches  
pluripotentes  humaines  dérivables  à  partir  de  la  destruction  d’embryons  créés  in  vitro)  inscrit  ses 
recommandations dans une réflexion prospective 40 : « Seuls pourraient être utilisés à des fins de recherches les  
embryons congelés provenant de dons des couples qui, par consentement écrit, ont abandonné leur  projet 
parental et décidé de l'arrêt de la conservation."
1390005,Personne relationnelle,"Il rappelle , dans un premier temps, les travaux menés par le CCNE et les évolutions 
législatives advenues sur l’accompagnement des personnes en fin de vie depuis vingt 
ans."
1120338,Corps humain,"L’un des objectifs était de pouvoir éventuellement utiliser un jour de telles cellules à titre  
thérapeutique chez la personne à partir de laquelle on aurait prélevé le noyau utilisé dans le  
transfert, étant donné que l’identité génétique entre ces cellules souches embryonnaires et la  
personne permettait d’espérer une absence de rejet immunologique de ces cellules."
570353,Individu ou sujet,"Il faut
que les critères et priorités qui seront utilisés aux divers niveaux de régulation
collective conduisent à faire droit aux attentes légitimes des patients ou, plus
généralement, des personnes qui ont recours au système de santé."
1220350,Individu ou sujet,"Les partisans du recours aux techniques de neuro -
amélioration relativisent cette perte d’autonomie par le bénéfice des psychostimulants qui, en 
améliorant l’év eil et la concentration, pourraient éviter des accidents de travail parfois mortels 
(Greely 57 2008) , mais ils n’envisagent ni le nombre d’accidents liés à la surestimation des capacités et 
au manque de sommeil, ni les raisons qui ont poussé ces personnes à prendre des médicaments, ni de 
ce fait, les bénéfices qui pourraient être tirés d’une amélioration des conditions de travail et d’un 
assouplissement des objectifs fixés."
1180200,Personne responsable et autonome,"Comité Consultatif National d’Éthique pour les Sciences de la Vie et de la Santé  
 1
3 Pour reprendre le sous titre d’u n ouvrage récent 13 sur la sexualité des handicapés, celle -ci 
ne doit faire l’objet ni d’une tolérance ni d’un encouragement mais bien d’une liberté 
reconnue à la personne."
1280759,Individu ou sujet,"Autre exemple  : il existe un certain degré de ségrégation des personnes âgées dans les 
services d’urgences."
80420,Corps humain,"Elle a été encore peu étudiée car on ne sait toujours pas cultiver l'embryon
humain fécondé in vitro jusqu'à ces stades de développement: aujourd'hui 20 % seulement
peuvent atteindre le stade blastocyte après six à sept jours de culture et quelques uns
seulement présentent ensuite l'aspect caractéristique de l'embryon en cours d'implantation."
270000,Corps humain,Avis sur la noncommercialisation du génome humain.
90046,Personne responsable et autonome,"Si on devait
l'admettre, on ne saurait tolérer que la personne en cause ne soit pas clairement informée
de la destination qui va être donnée aux cellules prélevées."
1281033,Individu ou sujet,"Sur quels fondem ents repose le fait de réduire l’espace de vie d’une personne âgée à celui 
d’une cellule monacale, de concentrer les personnes âgées entre elles et dans un même lieu?"
1291372,Personne relationnelle,"Un seul cas 
permet de réduire ce temps  d’attente  lors d’un parcours d’AMP : présenter une 
personne « donneuse d’ovocytes  » de son entourage 132."
580220,Personne à protéger,"vaccinations obligatoires, consentement présumé au don
d'organe), et afin de protéger les individus contre des conduites dangereuses auxquelles ils
risqueraient de s'exposer inconsidérément (ex."
1240996,Personne relationnelle,"Tout au plus, ce pr otocole additionnel a -til pu affirmer que l’utilité clinique d’un tel test doit être un critère essentiel 
dans la décision de le proposer à une personne ou à un groupe de personn es 152."
1301182,Individu ou sujet,"Selon les bonnes pratiques actuellement 
admises en France, la personne est informée des déc ouvertes incidentes s’il existe 
                                                 
159  Parmi les participants de toutes les études généti ques, 79 % sont d’ascendance européenne, alors qu’i ls ne 
représentent que 16 % de la population (GWAS catalo gue)."
180077,Genre/espèce humaine,"Sa réification transgresse l'exigence fondamentale du respect de la
dignité humaine."
1250507,Genre/espèce humaine,"28 Annexe 2 - La biodiversité est liée aux processus d e l'évolution biologique 
avec lesquels interférent de manière croissante les  sociétés humaines 
 
La dynamique des processus naturels est, selon les 
sociétés, plus ou moins intégrée à la perception qu e 
chacun a de son environnement, des autres et de lui -
même."
630043,Genre/espèce humaine,"La scansion et la sanction de la mort forment les conditions
d'existence du temps humain luimême."
80635,Corps humain,"Sans vouloir trancher ici un tel débat, on doit convenir, semblet-il, que du point de vue de
la biologie on ne saurait parler en toute rigueur à propos de l'embryon humain que de
potentialité de personne humaine, ce qui n'est pas tout à fait la même chose que de
l'identifier à une personne humaine potentielle."
330005,Personne à protéger,"Le Comité consultatif national d'éthique rappelle
- l'avis du CCNE du 6 mai 1985 sur les registres médicaux pour études épidémiologiques
- l'avis du CCNE du 24 juin 1991 sur l'application des tests génétiques aux études
individuelles, études familiales, et études de population
- la loi du 6 janvier 1978 sur l'informatique, les fichiers et les libertés
- la loi du 20 décembre 1988, modifiée le 23 janvier 1990 sur la protection des personnes
qui se prêtent à des recherches biomédicales."
210017,Corps humain,"Elles tendent à exprimer l'idée, traduite dans les différents avis précédemment
cités, que ni le corps humain, ni une partie du corps humain, ne peuvent être vendus ou
achetés."
1280272,Individu ou sujet,"Dans un contexte économi quement contraint, il est probable que dans le 
cadre de logiques territoriales de proximité, des coordonnateurs et des gestionnaires de cas 
verront le jour pour tout à la fois améliorer l a qualité de la santé des personnes, réduire 
l’entropie du système de santé, permettre aux acteurs de santé d’être dans leur cœur de 
                                                           
10 Edgar Morin, Introduction à la pensée complexe (1990), Paris, Seuil, Points essais, 20 07 
11 Aubry R, Mallet D."
1300988,Corps humain,"3.3.1 Du génotype au phénotype 133  : un changement de logique dû à l’avancée des 
technologies d’analyse du génome 
 
Le séquençage du génome humain en 2001 a joué un rô le majeur dans la compréhension des déterminants génétiques des maladies."
1390508,Individu ou sujet,"La crise relative à la Covid -19 a par ailleurs fragilisé certaines populations vulnérables ou exposées à des risques ou conditio ns de travail éprouvantes  : les jeunes (y 
compris de moins de 15 ans), les soignants (notamment les internes) et les personnes âgées."
770051,Individu ou sujet,"En effet, la réitération de
cette procédure d’agrément suppose que les données identifiantes de la
personne concernée soient préservées quelque part dans des archives."
870402,Personne responsable et autonome,"L’obligation de soins 
Celleci pose d’emblée une question éthique : comment la société peutelle anéantir la liberté 
ontologique d’une personne en l’obligeant contre son gré à subir un traitement ?"
1180048,Personne relationnelle,"Les rapports de notre vie en société sont sexués  ; 
nous existons par rapport aux autres en tant en tant qu’êtres humains mais aussi  en tant 
qu’hommes ou en tant que femmes."
1240823,Personne relationnelle,"Quelle sera alors la démarche à 
adopter pour ne pas aba ndonner l’individu seul face à des données anxiogènes et une incert itude angoissante  ?"
1030155,Genre/espèce humaine,"9 Aspects éthiques des implants TIC dans le corps humain, GEE, rapporteurs: prof."
1190415,Individu ou sujet,"«  L’épidémie cachée  » 
 
L’épidémie «   cachée  » de l’infection VIH  concerne, en France, les 30.000 personnes 
dont on estime qu’elles sont infectées par le VIH, mais qui ignorent leur séropositivité."
30270,Personne relationnelle,"Or, cet
intermédiaire peut, s'il n'est pas une personne de confiance, faire courir de grands risques,
soit aux mères, qui seraient exploitées, soit aux candidats parents, qui pourraient ne pas se
retrouver avec l'enfant attendu ou être placés dans des situations personnelles ou juridiques
déplorables."
1100188,Individu ou sujet,"Mais s’agissant de la GPA, le comité  
estime problématique de se prononcer en faveur de conditions très particulières de venue  
au monde, que la plupart des individus hésiteraient à mettre en œuvre pour euxmêmes."
860089,Personne responsable et autonome,"Ainsi l’ensemble de ces inconvénients qui, pour beaucoup, relèvent du
domaine de l’éthique, paraît l’emporter sur les avantages de la
commercialisation des autotests, même si on doit considérer les
utilisateurs potentiels comme des personnes responsables."
570528,Individu ou sujet,"A l'individu incombe de se
conformer à ces mesures."
1210322,Personne relationnelle,"Cette «  procédure collégiale  » doit s’ouvrir systématiquem ent à la personne malade 
(avec l'attention et les précautions que peuvent exiger les particularismes culturels et 
psychologiques), même si l’expression de sa volonté est altérée du fait de sa 
condition, ou à défaut à sa personne de confiance, à sa famille 21 ou à ses proches ."
1180100,Personne responsable et autonome,"- Les personnes ayant connu une vie autonome gardent le souvenir d’une vie sexuelle à 
laquelle elles ont été contraintes de ren oncer du fait du handicap ou du grand âge."
580100,Personne à protéger,"Pour les actes de recherche, la loi n° 881138 du 20 déc 1988 sur la protection des
personnes qui se prêtent à des recherches biomédicales, dite loi Huriet  (révisée, 25
juil 1994, [69]) détaille le contenu de l'information à donner à la personne, pour que son
consentement soit réellement éclairé:
""Art."
1300844,Personne responsable et autonome,"Les participants peuvent consentir à l’uti lisation de leurs données par une biobanque, interlocuteur qui, en retour, garantit une sécurité et un contrôle des accès via  
un comité de gouvernance (voir à cet égard, l’organ isation du type de consentement 
de la UK Biobank 110 ) ; 
- un second mode est celui du consentement à options , la personne pouvant sélectionner les domaines de recherche pour lesquels ell e autorise l’utilisation de ses données (par exemple : recherche cardiovasculaire, ma is pas recherche sur le cancer, ou 
consentement pour l’utilisation des données génétiq ues distinct de celui accepté pour 
les données biologiques classiques) ; 
- le consentement dynamique  (souvent lié au consentement large) tire parti des  technologies numériques ; les titulaires des données so nt considérés comme des participants à la recherche."
10063,Corps humain,"Il est exclu d'envisager des utilisations industrielles des tissus et organes embryonnaires
humains."
500029,Personne responsable et autonome,"C'est ainsi qu'aujourd'hui, les personnes qui ont une activité sexuelle et souhaitent limiter
leur fécondité disposent d'une importante gamme de moyens techniques."
770329,Personne responsable et autonome,"Un
compromis entre ces deux types d’intérêts légitimes passe par la précision de
la durée durant laquelle les investigateurs auront un accès privilégié à la
collection qu’ils ont réunie, et du délai à partir duquel il semble impératif
d’ouvrir cette collection à d’autres équipes, éventuellement mieux à même de
mener la recherche initialement envisagée, ou tout autre type de recherche
du même type que celle à laquelle ont consenti les personnes."
830260,Personne responsable et autonome,"Il a listé les informations à communiquer à la personne
entrant dans l’essai et une autre liste de renseignements à recueillir à sa sortie."
930609,Corps humain,"Les cellules souches mésenchymate uses humaines dérivées de la moelle 
osseuse semblent être bien douées de multipotential ité 29 ."
460744,Individu ou sujet,"c) Le coût, défini en terme de répercussion, des contraintes de la prévision et de la
prévention sur la vie des personnes impliquées dans les dépistages."
1370143,Individu ou sujet,"Pour éviter 
cet écueil, il conviendrait de construire des dispositifs avec et pour les personnes les 
plus vulnérables — ou du moins pour la population que l’on cherche à atteindre — en 
imaginant que ces  dispositifs seront d’autant plus faciles à atteindre pour le reste de 
la population."
1380134,Genre/espèce humaine,"Cet examen sera entrepris selon trois critères qui semblent se dégager de cette analyse historique :  
 
- Une visée d’«  amélioration  » de l’espèce humain e 
- Une politique d’état coercitive au service de cet objectif, s’appuyant sur un «  savoir 
scientifique  » 
- Des critères et des procédés de sélection d’individus  
 
Chacun de ces crit ères abrite son lot de questions éthiques subsidiaires :  
- Pourquoi ne serait -il pas éthique de chercher à améliorer l’espèce humaine ?"
1360200,Personne relationnelle,"L’expérience du counseling 43, notamment dans le cadre de 
l’accompagnement psychologique des personnes souffrant du SIDA, a prouvé que 
le respect des valeurs du patient, de ses ressources personnelles, de sa capacité 
de décision ramenaient  « son angoisse à des proportions plus contrôlables  », diminuaient le champ de ses peurs, et l’aidaient à «  faire l’exploration de ses propres 
réactions et à prendre ses propres décisions  » (Jean -Louis Pedinielli, cité par Mo 35 Favre, A., V., Rossi, I., Ruiz, J., Izzo, F., Bodenmann, P., Gianinazzi, F."
1301338,Personne à protéger,"Elle doit en outre ê tre aisément accessible, particulièrement lorsqu’elle s’adresse aux personnes les plus  vulnérables, qui doivent recevoir, 
directement ou par l’intermédiaire de leurs représe ntants légaux le cas échéant, les 
incitations appropriées pour leur permettre de fair e usage de leurs droits."
1210349,Personne responsable et autonome,"Un premier type, qu ’il conviendrait plutôt de nommer «  déclarations anticipées de 
volonté  », que toute personne , malade ou pas, songeant à sa fin de vie  serait invitée 
à rédig er."
680029,Individu ou sujet,"Une telle somme, qui équivaut à peine à un salaire, est
très insuffisante pour couvrir à la fois l’investissement en temps d’une personne aidante et
les multiples frais engagés."
770438,Personne responsable et autonome,"L’exigence du consentement de la personne
intéressée est prévue tant par le code civil que par le code de la santé."
630409,Personne à protéger,"Dans le cas de la Suisse, l'article 114 du Code pénal
condamne l'euthanasie d'une personne à sa demande, tandis que l'article 115 admet
l'assistance au suicide, pour peu qu'aucun intérêt personnel ou égoïste du tiers intervenant
ne soit en cause."
800071,Individu ou sujet,"L’effort doit donc porter sur la réduction incessante des

dangers plutôt que sur l’orientation sélective des personnes."
1080088,Personne relationnelle,"Il n'est donc possible d’aborder la question du caractère raisonnable ou  
déraisonnable des soins  et de prévenir tout ""renoncement déraisonnable""  que dans un 
climat de confiance entre le soignant, la personne malade et ses proches."
850051,Individu ou sujet,"Le CCNE pense donc qu’actuellement la balance bénéfice/risque pour 
la personne penche plutôt pour la noninformation."
1330030,Corps humain,"Dans  le cadre  de thérapies  géniques  somatiques,  les modifications  ciblées  du génome  
humain  constituent  un progrès  médical  qu’il convient  de soutenir ."
770483,Individu ou sujet,"L’un (BioBank UK)
concerne environ 500 000 personnes et l’autre (NHS LifeHouse) l’ensemble
de la population ayant recours au National Health Service, soit environ 60
millions d’individus."
490059,Personne relationnelle,"Au quotidien, c'est aux familles et aux professionnels de santé que revient la charge de
rechercher les solutions les plus adaptées pour chaque personne handicapée mentale, en
fonction de sa propre histoire, de ses moyens, et de sa situation dans son milieu, ainsi que
de ses désirs et de sa volonté valablement exprimés."
1290564,Corps humain,"Certains 
développements, dont l’obtention de gamètes à partir d’une cellule adulte 
reprogrammée, ou encore le développement in vivo de cellules différenciées 
humaines de type germinal ou neuronal dans des chimères chez le gros animal, 
représentent cependant un risque de transgression."
1280766,Personne à protéger,"Il en résulte souvent, pour cette personne, une longue 
attente, sur un inconfortable brancard de fortune, dans le service des urgences."
1320287,Personne responsable et autonome,"D’une part, d ans les cas o ù un caractère particulier du phénotype nécessite un délai 
d’assignation à un sexe , il faut respecter la possibilité , qu’à l ’exception des cas 
répondant à une nécessité médicale, la personne concernée soit  associ ée aux choix 
thérapeutiques qui lui sont propo sés lorsque son degré de maturité le permet, dès lors 
qu’en raison de leur irréversibilité , ils mettent en jeu son intégrité physique ."
1280634,Genre/espèce humaine,"Chaque pathologi e d’organe ou chaque fonction défaillante est bien 
prise en charge et palliée, mais l’absence d’approche systémique aboutit, en règle générale, à 
un oubli de ce qu’est la personne dans son entièreté et de ce que pourrait être son bien être à la 
fois physiq ue, mental et social  : sa santé."
1120089,Corps humain,"Cette position commune de respect pour l’embryon humain in vitro, aussi longtemps qu’existe  
un projet parental, est partagée y compris par ceux qui estiment que le projet parental ne peut  
pas constituer la seule cause de respect pour l’embryon humain."
1390096,Individu ou sujet,"Elle évoque notamment la longévité croissante des individus et le 
vieillissement inhérent de la population, le développement des maladies chroniques et la 
complexification de certaines situations de fin de vie."
1330477,Corps humain,"- Plus globaleme nt, la modification  du génome  pourrait  être détournée  de tout objectif  de 
santé  et utilisée  pour  le développement  d’armes  redoutables  (bactéries  ou virus  résistants,  
perturbations  épigénétiques  d’individus  et populations)."
1291469,Genre/espèce humaine,"Plus généralement, la question de 
l’accès aux origines touche la vérité de la procréation humaine dans sa double 
dimension biologique et sociale."
590244,Personne relationnelle,"Désormais invalide, la personne âgée malade en vient à se culpabiliser d'exister."
1431053,Personne à protéger,"Cette démarche insiste sur la responsabilisation des acteurs et 
exige une analyse d’impact sur la protection des données (AIPD) dès lors que leur 
utilisation peut entraîner un risque élevé pour les droits et libertés des personnes 
concernées."
870068,Personne à protéger,"¨ Concernant la société : 
S’agitil enfin pour la société de mettre en avant, pour les respecter, des valeurs collectives de 
solidarité, laïques ou religieuses, parfois cachées derrière des rituels, s’agitil d’une pression 
collective annihilant parfois la liberté de choix d’une personne ou au contraire s’agitil, par le 
respect abusif d’une liberté mal comprise, de remettre en cause pour cette société ses propres 
références symboliques ?"
1260437,Personne relationnelle,"Soigner, c’est non 
seulement prévenir, diagnostiquer et traiter, mais c’est aussi considérer les personnes dans leur 
entièreté physique, psychique, morale, culturelle, et sociale."
1210208,Personne responsable et autonome,"Non seulement, elle 
est capitale du c ôté de la personne, mais elle est aussi au fondement de la vie de la cité."
1060067,Individu ou sujet,"Même si cette définition simplifie 
exagérément une situation qui peut être plus comple xe, elle permet de comprendre 
pourquoi la répartition des âges des personnes à ri sque d’être infectées par le virus en 
cause, et donc de présenter un syndrome grippal pan démique, n’est pas celle observée dans 
une grippe hivernale commune, contre laquelle une p artie de la population est immunisée."
1280229,Personne relationnelle,"En effet, chacun pe ut et doit, de là où il 
se situe, contribuer à une approche raisonnée de cette complexité et de cette singularité de 
la personne malade."
10027,Corps humain,"Conclusion
Il est indispensable que les pouvoirs publics limitent l'utilisation thérapeutique ou
scientifique des embryons ou foetus humains et les prélèvements de tissus embryonnaires
ou foetaux aux établissements agréés faisant preuve de leur compétence et dotés d'un
Comité d'éthique dont la composition et le fonctionnement devraient être définis par voie
réglementaire."
70060,Corps humain,"La circulaire Jeanneney, d'avril 1968, a précisé les caractères légaux de la mort cérébrale
définissant la mort de l'individu."
1280928,Personne à protéger,"La situatio n ne donne plus la capacité aux intervenants à donner 
du sens à leurs actions  ; les conséquences pour les personnes âgées sont devenues 
désastreuses."
1200495,Genre/espèce humaine,"Aujourd’hui,	  au	  niveau	  international,	  toute	  mise	  en	  place	  par	  un	  Etat	  d’une	  politique	  eugé-­‐niste	  est	  très	  largement 53,	  voire	  universellement	  interdite	  et	  condamnée,	  et	  considérée	  comme	  une	  violation	  des	  droits	  fondamentaux	  de	  la	  personne 54."
770242,Corps humain,"En effet la
personne donneuse de cellules, d’organes, d’échantillons ne peut pas être
informée réellement de la totalité de l’avenir de ce prélèvement, parce que
personne ne le connaît et parce que la collection n’a de sens que dans la
durée."
30245,Personne responsable et autonome,"Mais, ici encore, la question primaire, celle du principe de
telles recherches, suscitera sans doute des oppositions passionnées entre ceux qui
voudraient rendre les recherches impossibles et ceux qui n'ont aucune objection à ce
qu'elles soient menées avec l'accord des personnes qui ont donné vie à l'embryon, par des
équipes connues et sérieuses qui en garantiraient la destination."
880051,Personne relationnelle,"4 - Ces examens médicaux sont actuellement pratiqués en l’absence de consentement de la 
personne ellemême ou d’un tuteur ou d’une personne de référence."
1120305,Corps humain,"25 Dans l’Avis N°8 du 15 décembre 1986 relatif aux recherches et utilisation des embryons humains in vitro à des  
fins médicales et scientifiques : « Le Comité constate que le développement de la procréation par la fécondation  
in vitro accentue la tendance à réduire les corps humains à l’état d’instruments ; de plus, des techniques telles  
que  la  congélation  des  embryons  renforcent  le  caractère  artificiel  de  la  reproduction,  notamment  par  la  
dissociation entre la fécondation et la gestation."
600333,Individu ou sujet,"N° 41 : La Coopération dans le domaine de la recherche biomédicale entre équipes
françaises et équipes de pays en voie de développement économique, 1993
Considérant que "" les projets de recherche biomédicale entre les équipes françaises et les
équipes de pays en voie de développement économique exigent des précautions
particulières afin que soient garanties la dignité et la sécurité des personnes se prêtant à
ces recherches d'intérêt général"" , le CCNE déclare : "" Tous les projets doivent être
soumis, avant que d'être entrepris, à un Comité spécialisé à créer (Comité
consultatif français de protection des personnes se prêteant à la recherche
biomédicale dans les pays en voie de développement, ou CCPPVD)."
1390118,Sentiment humain,"La négligence ou la 
négation des derniers échanges affaiblit, voire entrave, les processus physiologiques et psychologi ques à l’œuvre dans le temps du deuil, c’est -àdire la créativité humaine qui permet de faire face à la radicalité de la souffrance et de la dépasser."
940711,Personne à protéger,"En amont :  
 
- Assurer à toute personne l’accès aux droits fondamentaux , notamment en matière de 
santé, d’éducation et de protection sociale ."
810115,Personne responsable et autonome,"Enfin, les exploits solitaires, censés ne concerner qu’un seul individu, soucieux de pousser à 
l’extrême les limites ou les potentialités qui sont siennes, excluent de juger a priori la valeur 
de son engagement."
1420330,Personne à protéger,"Réinterroger en permanence la pertinence des examens implique aussi, à l’inverse, de 
ne pas présupposer que certaines personnes, parce qu’elles sont dans une situation 
particulière, n’auraient pas besoin de ces examens, ou ne pourraient en tirer de béné 42 CSP L 1111 -14 al."
80140,Corps humain,"Le contenu des règles doit prendre en considération non seulement les exigences d'éthique
fondamentale mais aussi les contradictions, les risques et les incertitudes de la recherche
sur l'embryon humain, comme les avantages que l'on peut raisonnablement en attendre:
- contradiction, par exemple, entre la légitimité d'une recherche visant le bien de l'enfant à
naître et l'obligation d'expérimenter au préalable sur l'embryon humain;
- risques liés à la prédiction ou à la détermination de l'identité des enfants à naître, risques
de dérive vers l'eugénisme ou vers des pratiques de pure convenance parentale;
- incertitudes relatives aux possibilités réelles de mise en oeuvre de la recherche, compte
tenu des conditions à respecter pour l'obtention d'embryons humains;
- avantages qui, par une meilleure connaissance des mécanismes du développement
embryonnaire in vitro pourraient contribuer, par exemple, à l'amélioration de la FIVETE et à
la réduction de l'acuité des questions éthiques qu'elle suscite, notamment quant à la
congélation."
1250460,Genre/espèce humaine,"On peut noter que ce terme qui place les influ ences 
humaines au même niveau que les crises naturelles 
majeures n’est pas exempt de toute idée de supérior ité de 
l’humanité sur la nature."
1210155,Personne relationnelle,"II 3- Les réponses ne peuvent être puremen t médicales  
 
Les limites et les insuffisances de l’accompagnement des personnes en fin de vie ressortent 
de nombreux témoignages recueillis par la commission Sicard  et les nombreuses études, 
d’Edouard Ferrand 11, notamment, qui soulignent le défaut majeur d’ accès aux soins palliatifs ."
500255,Personne responsable et autonome,"Cette question technique constitue un élément capital dans la décision de consentir à une
stérilisation : en effet, la personne concernée doit, dans la mesure du possible, tenir compte
de sa probable réaction future à un événement imprévu, tel qu'un divorce, le décès de son
partenaire ou de ses enfants, ou tout simplement le désir inattendu d'avoir un autre enfant,
ce qui pourrait la conduire à regretter sa décision."
460662,Genre/espèce humaine,"Or,
aller dans cette voie serait franchir un pas d'une extrême gravité vers la mise en cause des
principes fondamentaux d'égalité en droits et de solidarité entre tous les êtres humains."
1200499,Personne à protéger,"Il	  faut	  donc	  qu’il	  ne	  soit	  pas	  influencé	  par	  des	  pressions	  sociétales,	  aussi	  indirectes	   soient-­‐elles,	   qui	   pourraient	   résulter	  :	   (i)	   de	   l’expression	   d’une	   perception	   collective	  négative	  concernant	  la	  naissance	  d’un	  enfant	  atteint	  d’un	  handicap	  ou	  d’une	  maladie,	  (ii)	  d’une	  préoccupation	  pour	  les	  coûts	  économiques	  en	  termes	  de	  solidarité	  qui	  pourraient	  en	  résulter,	  ainsi	  que	  (iii)	  du	  défaut	  majeur	  d’accueil	  et	  d’accompagnement	  des	  personnes,	  enfants	  et	  adul-­‐tes,	  handicapées	  par	  notre	  société."
840403,Personne relationnelle,"Il semble
en effet que ce soit par le biais d’une plus grande attention aux formations en éthique que l’on
puisse espérer une amélioration des pratiques et des relations entre les personnes engagées
dans le système de soin."
1270310,Personne à protéger,"21  
Il s’agit aussi d’assurer la cohérence, à l’hôpital , entre une prise en charge centrée sur la 
morbidité, en général convenablement assurée, et un e prise en charge assurant un 
minimum de bienêtre mental et social des personnes  migrantes, préoccupation pour 
laquelle les établissements (sauf ceux qui en ont f ait une « spécialité » et risquent de ce 
fait d’être débordés) ne sont que médiocrement outi llés."
770221,Individu ou sujet,"Du point de vue des personnes, l’analyse du CCNE met en effet en évidence
du fait de la constitution des grandes banques plusieurs sujets de tension."
1291667,Personne relationnelle,"Sans quoi le risque est réel 
d’ostracisation, puis d’exclusion de personnes qui ont, d e fait, un rôle 
                                                 
150 Ainsi, considérer que la réflexion éthique – lorsqu’elle est argumentée et tra cée, et 
particulièrement lorsqu’elle prend appui sur un processus délibératif interdiscip linaire –  est un acte 
chronophage, complexe, engageant les responsabilités professionnelles, impose de valoriser cet 
acte."
1200609,Personne à protéger,"Socialement,	  les	  conditions,	  les	  modalités	  et	  la	  qualité	  de	  vie	  en	  société	  sont	  à	  considérer	  et	  à	  prendre	   en	   compte	   chez	   les	   personnes	   affectées	   de	   maladies	   et	   handicaps	   chroniques."
1280803,Sentiment humain,"Un certain nombre, n’ayant pas fait ces démarches, développent toutefois 
une dépression réactionnelle et se lais sent mourir ou se font mourir du fait d’un sentiment 
d’indignité…  
L’altération progressive tout autant que de la non stimulation des fonctions sensorielles, 
organiques et cognitives des personnes âgées, doublée de l’absence de moyens, de place, de 
temps, d ’écoute, de disponibilité et de reconnaissance pour elles aboutit à une exclusion de 
tout projet de vie empathique corrélatif de plus encore d’isolement de la personne."
1241121,Corps humain," AVIS N° 9 Avis sur les problèmes posés par le développement des méthodes d'utilisation de cellules 
humaines et de leurs dérivés."
